StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,C1,D1,D2,D2_7_TEXT,D3,D3_8_TEXT,D4,D4_13_TEXT,D5_1,D6,D7,D8,Q37,Q36,Q35,Q26_1,Q38,Q32,Q33,Q34,Q29_1,Q39,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,WPS_6,WG_1,WG_2,WG_3,WG_4,WG_5,WG_6,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,MRS_7,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,Q40,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,CSER_17,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,SDO_17,FL_29_DO
2021-11-30 14:20:25,2021-11-30 14:27:22,IP Address,132.235.96.9,100,417,True,2021-11-30 14:27:22,R_V2R7AOxDm2P6dXP,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Other Christian,,Moderate Liberal,"$100,000 to $149,999",Master's Degree,High School Diploma,,,,,,CEOs,Celebrities,Entrepeneurs,5,A,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Slightly Agree,Moderately Agree,Strongly Disagree,Slightly Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Moderately Disagree,Slightly Agree,Strongly Agree,Neutral,Slightly Agree,Neutral,Neutral,Moderately Disagree,Neutral,Slightly Disagree,Neutral,Moderately Disagree,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-11-30 15:43:09,2021-11-30 15:56:06,IP Address,132.235.96.5,100,776,True,2021-11-30 15:56:06,R_7Uj2lUUg88YLV5f,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,19,Female,,White,,Prefer Not To Answer,,Moderate Liberal,"$60,000 to $69,999",Some College,High School Diploma,Homeless,People of poverty,Immigrants,5,A,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Neutral,90,65,86,91,92,98,88,83,83,C,Slightly Disagree,Moderately Agree,Slightly Disagree,Moderately Agree,Strongly Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Moderately Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neutral,Slightly Disagree,Neutral,Neutral,Slightly Disagree,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-11-30 16:48:32,2021-11-30 16:56:26,IP Address,64.247.124.2,100,473,True,2021-11-30 16:56:26,R_2XcdOXNrQU1Z3m6,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,22,Female,,White,,Catholic,,Strong Liberal,"$80,000 to $89,999",Master's Degree,Bachelor's Degree,,,,,,Politicians,Corporate buisiness owners,Doctors,1,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,70,100,40,100,100,100,100,100,C,Moderately Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,Moderately Disagree,Moderately Agree,Slightly Agree,Moderately Agree,Moderately Agree,Slightly Disagree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-11-30 17:00:51,2021-11-30 17:05:57,IP Address,74.219.123.26,100,305,True,2021-11-30 17:05:57,R_2TN4xxsw87kMAzb,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,19,Female,,White,,Other Christian,,Moderate Conservative,"$150,000 or more",Master's Degree,High School Diploma,4,6,7,5,A,,,,,,Neutral,Neutral,Moderately Disagree,Moderately Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neutral,Neutral,100,100,100,100,100,100,100,100,48,C,Neutral,Moderately Disagree,Slightly Disagree,Slightly Disagree,Neutral,Neutral,Slightly Agree,Neutral,Neutral,Slightly Agree,Neutral,Slightly Agree,Neutral,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neutral,Slightly Favor,Neutral,Neutral,Slightly Oppose,Neutral,Neutral,Slightly Oppose,Slightly Favor,Slightly Oppose,Slightly Oppose,Slightly Favor,Neutral,Slightly Favor,Neutral,Neutral,Neutral,Slightly Oppose,HighSESManipulation
2021-11-30 17:10:39,2021-11-30 17:30:07,IP Address,132.235.96.8,100,1167,True,2021-11-30 17:30:07,R_2yqQUh4UJKa2iQK,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Male,,White,,Protestant Christian,,Slight Liberal,"$100,000 to $149,999","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.",Bachelor's Degree,,,,,,Bill Gates,Warren Buffet,Jeff Bezos,6,A,Slightly Agree,Strongly Disagree,Neutral,Slightly Disagree,Neutral,Strongly Agree,Moderately Disagree,,Strongly Disagree,Slightly Agree,Neutral,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Moderately Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-11-30 17:39:03,2021-11-30 17:47:45,IP Address,132.235.96.3,100,521,True,2021-11-30 17:47:45,R_1IGmC5g1jKcOb0h,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Other Christian,,Neutral,"$70,000 to $79,999",Some College,Associate's Degree,"people who arent financially stable ","people of color ","people of certain religions ",8,A,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Slightly Disagree,Slightly Agree,Moderately Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Neutral,Strongly Oppose,Slightly Favor,Strongly Favor,Neutral,Somewhat Favor,Somewhat Oppose,Somewhat Favor,Somewhat Oppose,Somewhat Oppose,Slightly Favor,Neutral,Slightly Favor,Slightly Favor,Slightly Favor,HighSESManipulation
2021-11-30 14:18:18,2021-11-30 17:58:50,IP Address,132.235.96.8,100,13231,True,2021-11-30 17:58:50,R_3oEF7bmgLLzZCMO,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,"White,Hispanic/Latino",,Catholic,,Moderate Liberal,"$80,000 to $89,999",Bachelor's Degree,Bachelor's Degree,homeless people,people with no job,people with no financial support,5,A,,,,,,Moderately Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Slightly Agree,Neutral,Neutral,Slightly Disagree,Neutral,Slightly Disagree,Neutral,Neutral,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Neutral,Somewhat Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-11-30 18:04:29,2021-11-30 18:15:21,IP Address,132.235.96.4,100,652,True,2021-11-30 18:15:22,R_6Xpe00ue8oOrynf,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Atheist,,Extreme Liberal,"$60,000 to $69,999",Master's Degree,Master's Degree,,,,,,"White men ",White Woman,Rich Trump supporters,6,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Slightly Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Neutral,Slightly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Agree,Neutral,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-11-23 19:42:04,2021-11-23 19:42:17,IP Address,107.11.162.34,6,12,False,2021-11-30 19:42:18,R_ba3QLNsjBXGvjtn,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-30 19:57:12,2021-11-30 20:12:40,IP Address,132.235.96.6,100,927,True,2021-11-30 20:12:40,R_3p3w3l0ebVTeh09,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Male,,"White,Black or African American",,Other Christian,,Neutral,"$100,000 to $149,999",Bachelor's Degree,Bachelor's Degree,homeless,single parent with multiple kids,fast food workers,6,A,,,,,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,95,50,95,95,95,95,88,95,95,C,Strongly Disagree,Strongly Agree,Slightly Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Neutral,Moderately Agree,Neutral,Slightly Agree,Moderately Disagree,Slightly Disagree,Strongly Disagree,Moderately Agree,Neutral,Slightly Disagree,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Favor,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Favor,Somewhat Oppose,Somewhat Oppose,Neutral,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,HighSESManipulation
2021-11-30 21:00:09,2021-11-30 21:11:10,IP Address,71.66.3.218,100,661,True,2021-11-30 21:11:10,R_29jqbMlY6GVXXvb,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,19,Female,,White,,Catholic,,Slight Conservative,"$150,000 or more","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.)",,,,,,Celeberties,CEOs,Doctors,9,A,Slightly Agree,Slightly Agree,Moderately Agree,Moderately Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Neutral,Neutral,100,100,100,100,100,100,100,20,20,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Moderately Disagree,Neutral,Moderately Disagree,Neutral,Moderately Disagree,Neutral,Neutral,Moderately Agree,Strongly Disagree,Slightly Disagree,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-11-30 22:40:20,2021-11-30 22:45:48,IP Address,75.188.99.253,100,328,True,2021-11-30 22:45:49,R_3DcfnG3zTNOQwYr,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,21,Trans-Female,,White,,Atheist,,Moderate Liberal,"$20,000 to $29,999",Associate's Degree,Some College,Transgender,Black,poor,3,A,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,,9,27,49,38,8,8,0,0,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Slightly Agree,Moderately Disagree,Slightly Disagree,Strongly Disagree,Moderately Agree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Favor,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-12-01 12:34:49,2021-12-01 12:53:26,IP Address,132.235.96.9,100,1117,True,2021-12-01 12:53:26,R_DcuVz7t0Ycp1sNr,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Male,,White,,Other Christian,,Slight Conservative,"$100,000 to $149,999",Bachelor's Degree,Master's Degree,,,,,,Doctors,"Professional ball players ",Elon Musk,4,A,Slightly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Neutral,Strongly Agree,Slightly Agree,Strongly Agree,Moderately Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Neutral,72,70,71,69,75,12,77,0,69,C,Slightly Agree,Slightly Disagree,Neutral,Neutral,Neutral,Slightly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Somewhat Favor,Neutral,Neutral,Neutral,Strongly Favor,Strongly Favor,Strongly Favor,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Favor,LowSESManipulation
2021-12-01 13:22:46,2021-12-01 13:30:56,IP Address,75.188.97.179,100,490,True,2021-12-01 13:30:57,R_26g0rnWcF0MmqNU,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,20,Male,,White,,Other Christian,,Neutral,"$100,000 to $149,999",Master's Degree,Some College,homeless,undocumented immigrants,ex convicts,8,A,,,,,,Moderately Agree,Moderately Agree,Slightly Agree,Moderately Disagree,Slightly Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Slightly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,80,80,80,80,80,80,80,80,80,C,Moderately Agree,Strongly Disagree,Strongly Agree,Slightly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Slightly Agree,Neutral,Slightly Agree,Moderately Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Moderately Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Neutral,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-12-01 14:09:48,2021-12-01 14:18:02,IP Address,71.79.74.240,100,494,True,2021-12-01 14:18:03,R_3ncp0IIKdTTqfl6,,,,,39.12640380859375,-83.0048980712890625,anonymous,EN,Yes,,Female,,White,,Other Christian,,Neutral,"$60,000 to $69,999",High School Diploma,Bachelor's Degree,,,,,,White Men,Millionares,White Women,6,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,50,100,100,100,100,100,100,100,C,Neutral,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Slightly Agree,Slightly Agree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-11-17 19:52:49,2021-11-24 14:44:47,IP Address,174.105.69.219,53,586318,False,2021-12-01 14:44:49,R_byeLCWAL2QktqSt,,,,,,,anonymous,EN,Yes,20,Female,,White,,Other (Please Specify),None,,"$30,000 to $39,999",High School Diploma,High School Diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HighSESManipulation
2021-12-01 15:50:26,2021-12-01 16:01:01,IP Address,132.235.96.1,100,634,True,2021-12-01 16:01:01,R_3qvSNraNx6XYyeN,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,"White,Black or African American",,Agnostic,,Strong Liberal,"$30,000 to $39,999",Bachelor's Degree,Some College,Addicts,Not educated,Severely mentally ill,5,A,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Slightly Agree,Strongly Disagree,Neutral,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,42,100,100,100,100,100,100,100,C,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Strongly Disagree,Slightly Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Slightly Disagree,Moderately Disagree,Strongly Agree,Slightly Agree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Neutral,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-12-01 16:39:09,2021-12-01 16:46:03,IP Address,64.247.124.1,100,413,True,2021-12-01 16:46:03,R_AAmngU52xjzMUVP,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Prefer Not To Answer,,Moderate Liberal,"$90,000 to $99,999",Some College,Less Than High School,Homeless,African Americans,,5,A,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,91,100,16,100,100,100,50,50,C,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Moderately Disagree,Strongly Disagree,Moderately Disagree,Neutral,Strongly Agree,Neutral,Moderately Disagree,Strongly Disagree,Slightly Disagree,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-12-01 16:56:45,2021-12-01 17:02:53,IP Address,64.247.124.1,100,368,True,2021-12-01 17:02:54,R_4MeWWi4NMuVtl2V,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Protestant Christian,,Moderate Liberal,"$80,000 to $89,999",Some College,Less Than High School,,,,,,African Americans,Homeless,Those who do not come form wealthy households,4,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,81,100,33,100,100,100,55,55,C,Neutral,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Moderately Agree,Neutral,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Slightly Disagree,Strongly Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-12-01 16:58:03,2021-12-01 17:13:52,IP Address,132.235.96.6,100,949,True,2021-12-01 17:13:53,R_2ay7wT42thh5CJc,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Male,,White,,Other Christian,,Slight Conservative,"$90,000 to $99,999",Master's Degree,Associate's Degree,Homeless people,Orphans,Illegal Immigrants,7,A,,,,,,Moderately Agree,Slightly Agree,Moderately Agree,Slightly Disagree,Neutral,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Neutral,Slightly Agree,Moderately Disagree,Slightly Disagree,Moderately Agree,Slightly Agree,Slightly Disagree,Neutral,Slightly Agree,Neutral,70,80,56,72,65,40,80,75,75,C,Slightly Agree,Slightly Disagree,Neutral,Slightly Disagree,Slightly Agree,Slightly Disagree,Moderately Agree,Neutral,Neutral,Neutral,Neutral,Slightly Agree,Slightly Agree,Slightly Agree,Neutral,Neutral,Slightly Disagree,Slightly Oppose,Slightly Oppose,Slightly Oppose,Somewhat Favor,Slightly Oppose,Slightly Favor,Slightly Favor,Somewhat Favor,Somewhat Oppose,Slightly Oppose,Slightly Oppose,Slightly Oppose,Slightly Favor,Slightly Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,HighSESManipulation
