StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,C1,D1,D2,D2_7_TEXT,D3,D3_8_TEXT,D4,D4_13_TEXT,D5_1,D6,D7,D8,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,SDO_17,Q37,Q36,Q35,Q38,Q26_1,Q32,Q33,Q34,Q29_1,Q39,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,WPS_6,WG_1,WG_2,WG_3,WG_4,WG_5,WG_6,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,MRS_7,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,Q40,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,CSER_17,SC0,FL_29_DO,SocialDominanceOrientation_DO,WhitePrivilegeScale_DO,WhiteGuiltScale_DO,ModernRacismScale_DO
2022-10-20 19:10:51,2022-10-20 19:15:18,IP Address,132.235.114.226,100,266,True,2022-10-20 19:15:18,R_2DOZdIpxVAO4vYR,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Male,,Asian/Asian American,,Prefer Not To Answer,,Moderate Liberal,"$100,000 to $149,999",Master's Degree,Bachelor's Degree,Neutral,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Favor,Somewhat Favor,Strongly Favor,Somewhat Favor,Strongly Oppose,Neutral,Slightly Oppose,Slightly Favor,Neutral,Somewhat Oppose,Slightly Oppose,Neutral,Slightly Favor,homeless people,mentally ill people,social workers,A,6,,,,,,Strongly Agree,Strongly Disagree,Moderately Agree,Neutral,Neutral,Strongly Agree,Slightly Disagree,Neutral,Neutral,Slightly Disagree,Neutral,Moderately Disagree,Neutral,Slightly Agree,Moderately Disagree,Neutral,Slightly Agree,Neutral,Neutral,73,73,73,73,72,73,73,73,73,C,Moderately Agree,Slightly Agree,Slightly Disagree,Neutral,Slightly Disagree,Slightly Agree,Neutral,Neutral,Slightly Disagree,Slightly Agree,Slightly Agree,Neutral,Neutral,Neutral,Moderately Agree,Neutral,Slightly Disagree,253,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-20 23:10:21,2022-10-20 23:21:37,IP Address,74.215.17.180,100,675,True,2022-10-20 23:21:37,R_1LNIRshLmBzARgA,,,,,39.2413,-84.5455,anonymous,EN,Yes,20,Non-Binary,,White,,Spiritual,,Moderate Liberal,"$100,000 to $149,999",Associate's Degree,Associate's Degree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Strongly Oppose,Strongly Oppose,Slightly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,,,,4,A,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,43,100,95,100,100,70,100,100,C,Moderately Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Moderately Agree,Neutral,Neutral,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Slightly Disagree,257,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-21 09:57:12,2022-10-21 10:06:59,IP Address,132.235.114.226,100,587,True,2022-10-21 10:07:00,R_2EAEnL8SkbqLLRE,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Male,,Asian/Asian American,,Agnostic,,Moderate Liberal,"$100,000 to $149,999",Master's Degree,Bachelor's Degree,Slightly Favor,Somewhat Oppose,Neutral,Slightly Oppose,Neutral,Slightly Oppose,Slightly Oppose,Slightly Favor,Neutral,Neutral,Slightly Oppose,Neutral,Neutral,Neutral,Somewhat Favor,Slightly Favor,Slightly Favor,,,,,,Homeless People,social workers,"Unemployed ",4,A,Neutral,Slightly Agree,Moderately Agree,Slightly Agree,Slightly Agree,Strongly Agree,Neutral,Slightly Agree,Neutral,Slightly Disagree,Neutral,Moderately Disagree,Neutral,Slightly Agree,Slightly Agree,Slightly Disagree,Neutral,Slightly Agree,Neutral,82,82,83,84,84,84,84,84,83,C,Moderately Disagree,Neutral,Neutral,Slightly Disagree,Neutral,Slightly Agree,Slightly Disagree,Neutral,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neutral,Neutral,Slightly Disagree,Slightly Agree,Slightly Disagree,247,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-21 09:54:55,2022-10-21 10:07:31,IP Address,64.247.80.163,100,756,True,2022-10-21 10:07:31,R_22sm1nTds1Y8I7D,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Male,,White,,Other Christian,,Strong Liberal,"$50,000 to $59,999",Less Than High School,Some College,Neutral,Strongly Oppose,Somewhat Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Slightly Favor,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,World Leaders,The top 1%,Big Corporate CEOs,2,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Neutral,100,48,100,87,100,100,100,100,23,C,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Slightly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Slightly Agree,Moderately Disagree,Moderately Agree,Slightly Disagree,Neutral,Strongly Disagree,Slightly Agree,Slightly Disagree,242,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-21 12:26:22,2022-10-21 12:32:47,IP Address,64.247.71.69,100,384,True,2022-10-21 12:32:47,R_1FfjGSz8KIUipUy,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,White,,Prefer Not To Answer,,Neutral,"$50,000 to $59,999",Some College,High School Diploma,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,"Rich (inventors, business people, etc.)",Celeberties,"Politicians ",4,A,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Slightly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Neutral,Slightly Agree,Strongly Disagree,Neutral,Strongly Disagree,Slightly Disagree,237,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-14 13:49:37,2022-10-14 13:50:01,IP Address,64.247.91.130,6,23,False,2022-10-21 13:50:04,R_3ha5j7Mq08M8E5t,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2022-10-21 13:44:28,2022-10-21 13:52:36,IP Address,132.235.80.143,100,487,True,2022-10-21 13:52:37,R_3l5PwuM7OoNbZ7z,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,Middle Eastern/Arab American,,Agnostic,,Strong Liberal,"$100,000 to $149,999","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.)",Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Neutral,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,Homeless,Addicted,"Some sort of physical or mental disability ",A,5,,,,,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,80,80,80,70,80,80,80,80,80,C,Moderately Disagree,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Slightly Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Slightly Agree,Slightly Disagree,223,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-21 15:03:04,2022-10-21 15:12:09,IP Address,64.247.96.28,100,545,True,2022-10-21 15:12:10,R_29ujiSgZytgRK1u,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Other Christian,,Moderate Liberal,"$150,000 or more",Bachelor's Degree,Master's Degree,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Somewhat Oppose,Strongly Oppose,Somewhat Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,"uneducated minorities ","female minorities ","homeless people ",A,9,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Slightly Agree,Neutral,Strongly Agree,Slightly Disagree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Slightly Disagree,251,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-21 17:25:59,2022-10-21 17:39:33,IP Address,132.235.76.23,100,813,True,2022-10-21 17:39:33,R_2R2MtGXnFUp3Uo5,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,White,,Prefer Not To Answer,,Strong Liberal,"$90,000 to $99,999",Master's Degree,Master's Degree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,"Doctors ","Caucasian people get generally favored in society, not saying that is right though","Executives of large corporations, men tend to be favored",8,A,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Disagree,Neutral,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neutral,Slightly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,99,90,95,85,99,99,99,99,99,C,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Neutral,Slightly Disagree,Slightly Disagree,Neutral,Neutral,Slightly Disagree,Neutral,Slightly Disagree,Slightly Agree,Neutral,Neutral,Slightly Disagree,Slightly Disagree,240,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-15 00:27:59,2022-10-15 00:28:35,IP Address,167.73.35.131,31,36,False,2022-10-22 00:28:36,R_1DJaGIaEdf434pu,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SDO,,,
2022-10-22 10:44:04,2022-10-22 10:54:10,IP Address,174.203.138.221,100,605,True,2022-10-22 10:54:10,R_vodL0cy5eIv0nfj,,,,,40.3052,-79.5418,anonymous,EN,Yes,19,Female,,White,,Agnostic,,Moderate Liberal,"$80,000 to $89,999",Some College,Some College,Slightly Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Oppose,Somewhat Favor,Strongly Favor,Somewhat Favor,Strongly Favor,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,African Americans,"Immigrants ","Single moms ",A,4,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,83,60,50,20,50,90,50,90,80,C,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Neutral,Neutral,Slightly Disagree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Moderately Disagree,Slightly Disagree,245,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-12 13:13:17,2022-10-15 11:35:21,IP Address,45.21.164.49,6,253324,False,2022-10-22 11:35:25,R_Za8x5GAFhIWtAsN,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2022-10-22 15:01:56,2022-10-22 15:08:59,IP Address,132.235.80.143,100,423,True,2022-10-22 15:09:00,R_1OkwiMBRCQeSdaB,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,Middle Eastern/Arab American,,Agnostic,,Strong Liberal,"$100,000 to $149,999","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.)",Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,World Leaders,CEOs,Billionaires,4,A,Strongly Agree,Neutral,,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,80,80,80,75,80,80,80,80,80,C,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Slightly Disagree,Moderately Disagree,Moderately Agree,Slightly Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Slightly Disagree,228,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-22 15:18:55,2022-10-22 15:26:11,IP Address,132.235.223.191,100,436,True,2022-10-22 15:26:12,R_2xRFDcyRgh50MsA,,,,,39.3184,-82.1012,anonymous,EN,Yes,20,Female,,Hispanic/Latino,,Other Christian,,Moderate Conservative,"$70,000 to $79,999",Bachelor's Degree,"Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.)",Slightly Oppose,Slightly Favor,Somewhat Favor,Strongly Oppose,Neutral,Somewhat Favor,Slightly Favor,Slightly Favor,Somewhat Favor,Slightly Favor,Somewhat Favor,Slightly Favor,Somewhat Favor,Slightly Favor,Slightly Oppose,Strongly Oppose,Slightly Favor,criminals,prostitutes,homeless people,A,8,,,,,,Moderately Agree,Slightly Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,98,C,Slightly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Neutral,Slightly Disagree,Moderately Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Moderately Agree,Neutral,Slightly Disagree,253,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-15 16:05:28,2022-10-15 16:09:31,IP Address,75.188.19.206,31,242,False,2022-10-22 16:09:40,R_1KpCRWtcDleEh8P,,,,,,,anonymous,EN,Yes,21,Female,,White,,Prefer Not To Answer,,Neutral,"$70,000 to $79,999",High School Diploma,High School Diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,SDO,,,
2022-10-15 16:06:45,2022-10-15 16:09:48,IP Address,174.203.137.87,78,183,False,2022-10-22 16:09:54,R_OPzzBlCnyM3ymRP,,,,,,,anonymous,EN,Yes,,Non-Binary,,White,,Atheist,,Strong Liberal,,Master's Degree,Master's Degree,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Somewhat Favor,Somewhat Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Somewhat Favor,Somewhat Favor,Strongly Favor,Somewhat Favor,Slightly Favor,people struggling with addiction,single parents,homeless people,A,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,HighSESManipulation,SDO,WPS,,
2022-10-22 17:06:50,2022-10-22 17:23:51,IP Address,174.203.136.56,100,1020,True,2022-10-22 17:23:52,R_3fw9m50PgXzqoFY,,,,,40.3177,-79.7223,anonymous,EN,Yes,,Male,,"White,Black or African American,American Indian or Alaska Native",,Atheist,,Neutral,"$150,000 or more",Some College,Bachelor's Degree,Neutral,Somewhat Oppose,Neutral,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Slightly Oppose,Strongly Favor,Somewhat Favor,Neutral,Neutral,Slightly Favor,,,,,,"Billionaires ","World leaders ","Rothchilds ",6,A,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Slightly Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Slightly Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,,100,0,100,,100,0,50,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Neutral,Neutral,Slightly Agree,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,229,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-22 18:28:41,2022-10-22 18:37:52,IP Address,74.215.238.132,100,550,True,2022-10-22 18:37:52,R_2TodkEytZNm5EjO,,,,,39.4025,-84.522,anonymous,EN,Yes,43,Female,,White,,Other Christian,,Neutral,"$60,000 to $69,999",High School Diploma,Master's Degree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Slightly Favor,,,,,,Doctors,"Scientist ",Bankers,3,A,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Neutral,90,90,90,90,90,90,90,90,90,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Moderately Disagree,Neutral,Moderately Disagree,Moderately Agree,Neutral,Neutral,Moderately Disagree,Neutral,Moderately Disagree,Slightly Disagree,196,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-23 10:12:52,2022-10-23 10:32:15,IP Address,132.235.83.251,100,1163,True,2022-10-23 10:32:15,R_OxOLytTTf6UtMUp,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Prefer Not To Answer,,Slight Liberal,"$60,000 to $69,999",Some College,Master's Degree,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Neutral,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,"famous people ","doctors ",business people,2,A,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Neutral,Moderately Disagree,Strongly Disagree,Neutral,Neutral,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Neutral,Moderately Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Slightly Agree,Moderately Disagree,Slightly Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Neutral,Neutral,Slightly Agree,Slightly Disagree,Neutral,Neutral,Moderately Disagree,Slightly Disagree,Neutral,Slightly Disagree,218,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-16 10:23:12,2022-10-16 12:13:26,IP Address,199.18.155.146,78,6613,False,2022-10-23 12:13:29,R_31oesYyZkbXykuS,,,,,,,anonymous,EN,Yes,19,Female,,Other (Please Specify),,Other Christian,,Moderate Liberal,"$40,000 to $49,999",Bachelor's Degree,High School Diploma,Slightly Favor,Neutral,Slightly Favor,Slightly Oppose,Slightly Favor,Slightly Favor,Slightly Oppose,Slightly Favor,Slightly Oppose,Neutral,Slightly Oppose,Neutral,Strongly Favor,Slightly Favor,Somewhat Favor,Slightly Favor,Slightly Favor,,,,,,Celebrities,politicians,wealthy business people,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,LowSESManipulation,SDO,WPS,,
2022-10-23 13:31:13,2022-10-23 13:52:53,IP Address,54.219.149.159,100,1299,True,2022-10-23 13:52:55,R_BFJyZl9lePRHDX3,,,,,37.1835,-121.7714,anonymous,EN,Yes,18,Male,,White,,Catholic,,Neutral,"$90,000 to $99,999",Master's Degree,Master's Degree,Slightly Oppose,Slightly Oppose,Slightly Oppose,Strongly Oppose,Slightly Oppose,Slightly Favor,Slightly Favor,Slightly Oppose,Strongly Oppose,Slightly Favor,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,People of color sometimes get the short end of the stick in society one example of this is from red lining which is still affecting them today.,The homeless are at the bottom because they have gotten to the point where they cannot find their next meal or hold a stable job especially when mental illness plays a part.,Another group at the bottom are the ones with drug addictions because most do not receive help. They end up going homeless and losing their families and society completely forgets about them.,A,7,,,,,,Moderately Agree,Neutral,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Disagree,Neutral,Slightly Agree,Moderately Disagree,Neutral,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Neutral,Neutral,Neutral,100,100,100,100,100,100,100,100,50,C,Slightly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Slightly Disagree,Moderately Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Slightly Agree,Slightly Disagree,223,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-23 14:29:42,2022-10-23 14:35:44,IP Address,132.235.118.241,100,362,True,2022-10-23 14:35:45,R_10SMcZD5vshabO0,,,,,39.9366,-83.1838,anonymous,EN,Yes,18,Female,,White,,Judaism,,Strong Liberal,"$60,000 to $69,999","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.",Master's Degree,Neutral,Neutral,Neutral,Neutral,Somewhat Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Strongly Oppose,Strongly Oppose,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,poor people,homeless,"someone with out a lot of education ",A,6,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,63,81,84,100,100,91,84,78,C,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Moderately Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,246,HighSESManipulation,SDO,WPS,WG,MRS
